Gene Symbol,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6
JARID2,0.1343492,0.0445642,0.0166826,0.0116238,0.3355447,0.1476335,,0.1125415,0.0385669,0.0141139,0.0108316,0.3331115,0.1513546,,0.1345819,-0.0086429,-0.0135817,-0.0197551,0.2895363,0.1716228
ENG,0.1209095,0.172687,0.0187544,0.0334207,0.1987745,0.1034754,,0.1339897,0.1906764,0.0184355,0.0330204,0.2303417,0.1031844,,0.0904901,0.109874,0.0135164,0.0140199,0.1464147,0.0956604
JJAZ1,0.1222226,0.1598017,0.0267181,0.0263561,0.4095327,0.2474863,,0.1521579,0.0855929,0.0262046,0.0185671,0.3822712,0.1771115,,0.1180218,0.0474911,0.0012988,-0.0007906,0.3344705,0.1437721
EPS15,0.099129,0.1541415,0.0134333,0.0240733,0.2516713,0.2235254,,0.1057469,0.1915811,0.0093569,0.0199598,0.2583723,0.2458416,,0.092656,0.0788148,0.0096085,0.0106899,0.3000584,0.2076804
ERAF,0.1226714,0.2377688,0.0261199,0.0391444,0.3054398,0.1113457,,0.1329781,0.1900698,0.0192073,0.0197965,0.2752653,0.1219015,,0.1044784,0.1466926,0.006662,0.0146693,0.3217628,0.1169697
CLSTN2,0.0715422,0.1775531,0.0236052,0.0184128,0.4919526,0.1250084,,0.0614609,0.0820859,0.0175603,0.0144127,0.3610207,0.1472121,,0.0565181,0.0438906,0.0142492,0.0115907,0.3148905,0.1030937
CLSPN,0.1282818,0.3031881,0.0124255,0.0205654,0.4388907,0.1617329,,0.0776901,0.1913635,0.0062534,0.0110494,0.2687886,0.1991007,,0.0627494,0.083143,0.0050984,0.0094614,0.2232997,0.1795222
APRIN,0.136121,0.2376603,0.0152072,0.0212306,0.3408979,0.2297458,,0.1317681,0.2697204,0.0186107,0.0196725,0.3519106,0.2182056,,0.132465,0.1709169,0.0224187,0.0213082,0.2954867,0.2343904
CLGN,0.2429361,0.2846174,0.0430479,0.0202712,0.5839941,0.268036,,0.1917749,0.2102777,0.0246704,0.0187511,0.5644383,0.2368935,,0.2187661,0.1125446,0.0299059,0.013402,0.3737039,0.2293843
ARFIP2,0.1637264,0.1175428,0.0103339,0.0083139,0.2557533,0.2052958,,0.1392726,0.1171996,0.0069741,0.0085781,0.2432563,0.1995636,,0.2035639,0.0654377,0.0213022,0.0078813,0.2229746,0.1495204
CLASP1,0.1269394,0.0827645,0.0103859,0.0068316,0.2851751,0.3754636,,0.0966578,0.0637653,0.0033181,0.0033542,0.1808366,0.247956,,0.1108099,0.0462723,0.0052361,0.0035313,0.3299335,0.3325516
ARHGEF17,0.1100429,0.274105,0.0108011,0.0171154,0.2263865,0.4353304,,0.0835703,0.2155998,0.0118338,0.0155026,0.2103542,0.325398,,0.0810415,0.1147062,0.0121414,0.0130753,0.2546715,0.2550112
CIZ1,0.2006997,0.0528331,0.030414,0.0351946,0.3230153,0.1222332,,0.2968844,0.0370838,0.0301172,0.0263659,0.3849851,0.1175748,,0.2321196,0.0354368,0.0179727,0.0247549,0.2533987,0.1074973
ARHGEF5,0.174429,0.1209818,0.0162143,0.0244216,0.3153785,0.5003418,,0.1396901,0.1491871,0.0156618,0.0255921,0.3632209,0.3808487,,0.1134429,0.1225735,0.0132673,0.0142363,0.2790979,0.3551613
CIRBP,0.1435533,0.1281784,0.0112858,0.0218083,0.212195,0.1416996,,0.1365719,0.1252775,0.0071402,0.0200574,0.2413376,0.1933038,,0.0967589,0.0446136,0.009466,0.0112769,0.1556127,0.1329355
RHOU,0.1422416,0.176523,0.0128555,0.0169329,0.3666027,0.2867427,,0.1098031,0.2232426,0.0183599,0.0144946,0.3078455,0.1871841,,0.0749851,0.0646796,0.0095848,0.0118189,0.4225977,0.1815714
CIDEB,0.0564372,0.1436551,0.0121015,0.0115927,0.305626,0.2543855,,0.0463278,0.1105098,0.0076074,0.0137866,0.2479096,0.2159894,,0.0486965,0.044827,0.009053,0.0090165,0.2845495,0.1796732
ATF7IP,0.0999541,0.1732079,0.0166288,0.0461187,0.3102237,0.2780529,,0.1132961,0.198427,0.0182121,0.0397066,0.3836185,0.2424749,,0.0830468,0.0890007,0.0160946,0.0188219,0.3941458,0.1710872
CIDEA,0.089661,0.2936736,0.0153346,0.0209094,0.2494485,0.2539323,,0.1092907,0.291448,0.0186743,0.019192,0.2933894,0.287861,,0.1035141,0.1732782,0.016645,0.014717,0.2241685,0.2257251
AVEN,0.1037335,0.2690696,0.0115432,0.017995,0.2569046,0.3325767,,0.0848045,0.4191767,0.015048,0.0122425,0.3346272,0.2805563,,0.0984012,0.2118128,-0.009173,-0.0133425,0.3231396,0.2585117
CHGA,0.1078296,0.2028496,0.0077839,0.0146095,0.4351518,0.0826312,,0.082162,0.107926,0.004587,0.0133367,0.3024596,0.0563575,,0.1030568,0.0841571,0.0024962,0.0007132,0.2633477,0.0848703
BACH2,0.1915307,0.1689006,0.0456138,0.0418421,0.3950835,0.3551273,,0.237995,0.2442831,0.0586889,0.0503048,0.3757615,0.3393668,,0.0617228,0.1065899,0.0084686,0.0017914,0.2463211,0.2608154
CHAF1A,0.2284506,0.3852613,0.0339997,0.0614742,0.4830706,0.204479,,0.2175056,0.1550349,0.0339895,0.0612616,0.3343864,0.2024589,,0.1338994,0.1245924,0.0078058,0.0273203,0.4148328,0.1789328
BAD,0.1994561,0.1878239,0.014166,0.030309,0.3583722,0.2699789,,0.1873309,0.1616467,0.0176326,0.0251106,0.4437902,0.2420346,,0.1144534,0.0668129,0.0122732,0.0177926,0.3301065,0.1568287
BAG2,=,=,=,=,=,=,,=,=,=,=,=,=,,0.070293,0.0510399,0.0105956,0.0080113,0.2609884,0.1109181
IVNS1ABP,0.1479872,0.120164,0.0199601,0.0171375,0.5850937,0.3117005,,0.1741963,0.1349345,-0.015795,0.0006769,0.3921674,0.3125155,,0.2196451,0.0580023,0.0025456,0.0007273,0.4911105,0.2338275
ITGB1BP2,0.0824787,0.2064203,0.0076803,0.0160244,0.2976359,0.137609,,0.0800288,0.1813244,0.0121887,0.0173963,0.2523454,0.1350187,,0.0721563,0.135625,0.007288,0.0083499,0.2389364,0.1246447
ERAL1,0.0960456,0.1893591,0.0099733,0.0363586,0.2788132,0.2143879,,0.0954254,0.1566271,0.0111295,0.0239294,0.2674416,0.2822461,,0.0809656,0.115881,0.0099897,0.0106232,0.181594,0.1944832
ITGAV,0.1372576,0.2608438,0.0241515,0.0200538,0.2537361,0.3935322,,0.1226189,0.2927058,0.0397368,0.0210738,0.2955738,0.3441226,,0.1408964,0.1450849,0.0234154,0.0115563,0.2525739,0.3428546
EVL,0.0852702,0.2174718,0.0095084,0.0180542,0.2536506,0.2854156,,0.0734141,0.2722303,0.0060985,0.0188521,0.2610999,0.3414009,,0.0738364,0.1353759,0.0062851,0.0069956,0.1785792,0.160571
IRLB,0.0927049,0.1167404,0.01344,0.0105481,0.3977471,0.2109387,,0.0813061,0.113703,0.0074086,0.0065924,0.3144882,0.2435102,,0.0840928,0.1250529,0.0066456,0.0106075,0.4221894,0.3766285
EWSR1,0.0936222,0.1572875,0.0217202,0.0074237,0.3506965,0.1699313,,0.1187485,0.162501,0.015103,0.0060527,0.4241513,0.1628757,,0.067261,0.0845142,0.013871,0.004429,0.3084022,0.1222818
INSM2,0.0661336,0.2494225,0.0175161,0.0252246,0.2790357,0.2111467,,0.0752821,0.2658452,-0.004882,0.0306232,0.2986321,0.2016585,,0.0728083,0.127064,0.006514,0.0164911,0.3295337,0.1713839
F5,0.077738,0.1091067,0.0166627,0.0184509,0.3958221,0.3004537,,0.1039308,0.1298597,0.0111,0.0043322,0.2174745,0.2506022,,0.0376681,0.0807102,0.0119921,0.0039061,0.2682794,0.2156088
INSM1,0.0921867,0.0605952,0.0069872,0.0285657,0.3444212,0.1167712,,0.0688342,0.0864852,0.0027424,0.0357509,0.3722679,0.1431282,,0.0698401,0.0617168,0.0041122,0.0165162,0.3464703,0.1334445
F8,0.129188,0.0615577,0.0172195,0.0235417,0.4450456,0.4333163,,0.1095378,0.0668409,0.0162655,0.0198235,0.4930471,0.400156,,0.1231775,0.0318361,0.0086674,0.0168348,0.4208702,0.2826914
ING4,0.1091196,0.3565062,0.0058976,0.0253468,0.2567704,0.2297199,,0.0932897,0.3120935,0.0052968,0.0165559,0.2858038,0.266031,,0.1137398,0.1489668,0.0043203,0.015121,0.409804,0.2736319
FALZ,0.1804422,0.1319858,0.0129794,0.0272278,0.3304261,0.2080738,,0.1477124,0.1059639,0.0137485,0.0100599,0.3909096,0.1953291,,0.1466751,0.0867809,0.0007651,0.0056287,0.3197451,0.1125748
ING3,0.0507309,0.166208,0.0203407,0.012466,0.1232523,0.2541662,,0.0524943,0.1396341,0.0153038,0.0098236,0.1217175,0.2551418,,0.0520343,0.0845716,0.012913,0.0042902,0.1223549,0.1920808
FANCG,0.1036761,0.1510215,0.0080182,0.0113272,0.2683666,0.161916,,0.083063,0.1151953,0.0039892,0.0077052,0.244708,0.1445679,,0.1127141,0.0730637,-0.000891,0.0049006,0.2087216,0.1661754
ING1L,0.1646951,0.4017598,0.0258053,0.0345217,0.4845661,0.3269818,,0.1729283,0.2677777,0.0274926,0.0461875,0.5939771,0.2745134,,0.1485072,0.1014196,-0.0362213,-0.0371268,0.4165447,0.3332357
FCN2,0.0856699,0.1783807,0.0129037,0.0116829,0.1137628,0.1669533,,0.1062276,0.1969735,0.0125894,0.010616,0.1156186,0.2152622,,0.0789235,0.0734254,0.0059373,0.0062359,0.1015132,0.1127027
ING1,0.2088739,0.3227625,0.0198915,0.0316964,0.3251547,0.2077558,,0.134552,0.2203866,0.014652,0.0257763,0.4225068,0.1910608,,0.1354126,0.1161006,0.0092646,0.0095255,0.3749537,0.1746565
FIBP,0.083908,0.060907,0.011979,0.015983,0.183095,0.092444,,0.1140855,0.0767462,0.0080085,0.0160976,0.1986284,0.1140048,,0.0750948,0.0268436,0.0059849,0.0093138,0.2339608,0.0992647
FLJ10511,=,=,=,=,=,=,,=,=,=,=,=,=,,0.0888382,0.0769636,0.0056354,0.0092179,0.1855258,0.1604482
CGREF1,0.1092567,0.1513938,0.0099196,0.0107957,0.3241528,0.1650155,,0.1197678,0.0836465,0.0024399,0.0115365,0.1640044,0.0901971,,0.3040254,0.1184731,0.0166864,0.0133491,0.2616421,0.1768754
CGGBP1,0.2367996,0.0104367,0.0368104,0.0259506,0.4473666,0.4300191,,0.2786234,0.1020902,0.0195789,0.0051637,0.53358,0.3736136,,0.1901485,0.0158585,0.0076983,-0.0021555,0.3063931,0.329642
BAG3,0.1410311,0.1601372,0.0157503,0.0229669,0.3167021,0.2190069,,0.1531799,0.1951003,0.0259508,0.0222812,0.3598758,0.2195246,,0.103156,0.0696743,0.0154192,0.0190452,0.3141784,0.1930278
CFL1,0.0900613,0.5129955,0.0552501,0.0230389,0.4006897,0.3866063,,0.0852635,0.4604596,0.0346897,0.022457,0.3698101,0.4936887,,0.1003985,0.197383,0.0381868,0.013024,0.3142195,0.3412791
BAG5,0.0514498,0.0844177,0.0101472,0.0078923,0.1495684,0.1431889,,0.0439368,0.086422,0.0111878,0.004992,0.1644354,0.145919,,0.0621741,0.0628262,0.0154929,0.0102087,0.1522085,0.1305094
CETN3,0.4134919,0.6040895,0.0164857,0.0324893,0.7387708,0.3217119,,0.2378969,0.4296904,0.0093522,0.0081101,0.5359988,0.2445458,,0.2275944,0.2560174,0.0045099,0.0105931,0.4606951,0.2732181
BAIAP1,0.145272,0.1400044,0.0134788,0.0257699,0.165671,0.2699384,,0.1058833,0.1051871,0.0074263,0.0215828,0.1749831,0.2009753,,0.1351212,0.0823703,0.0090269,0.0214389,0.1729213,0.253599
CETN1,0.1425569,0.4784333,0.0116062,0.041032,0.44746,0.1286764,,0.1140525,0.2806465,0.0036277,0.0242775,0.2477583,0.0914692,,0.1443486,0.1765798,0.0085027,0.0244206,0.1958592,0.1004508
BAIAP3,0.0887404,0.1085558,0.0145212,0.0301516,0.4240381,0.312558,,0.0819961,0.1520572,0.0099268,0.020829,0.3558712,0.3428459,,0.0764014,0.0708594,0.0053837,0.0088673,0.4083716,0.2322129
CEP2,0.1433875,0.2518033,0.0506011,0.0128713,0.6146744,0.2917608,,0.0998918,0.166524,0.0431812,0.0084559,0.446751,0.1610558,,0.0857048,0.0714023,0.017218,0.0030805,0.2938608,0.1437948
BCAS2,0.1832424,0.1982361,0.0476956,0.0168464,0.2033633,0.2042681,,0.194005,0.2209981,0.0644629,0.0184884,0.2380074,0.1541317,,0.1501979,0.1483602,0.0628358,0.0138182,0.2662568,0.1574074
CENPC1,0.1868735,0.3036466,0.0250228,0.0161805,0.429262,0.2657249,,0.1805887,0.3801275,0.0186687,0.0191377,0.5070556,0.2777314,,0.1666572,0.1762056,0.0193896,0.0064437,0.369604,0.2316798
BCL11A,0.1012131,0.0743799,0.0413091,0.0566087,0.3097592,0.119455,,0.1223055,0.0266638,0.0341992,0.0565156,0.3770603,0.0781074,,0.0704608,0.0421921,0.0119193,0.0080165,0.2924969,0.0976748
CENPB,0.1462927,0.1616615,0.0204545,0.0260618,0.3099102,0.112295,,0.0953575,0.0881093,0.0140679,0.0261873,0.2681468,0.0904669,,0.1058959,0.0675034,0.0134216,0.0181415,0.3166067,0.1055795
BCL2,0.1953312,0.1077819,0.027754,0.0388857,0.3516262,0.2604666,,0.1812609,0.1527308,0.0258672,0.0405127,0.3338966,0.1822119,,0.1589895,0.0500295,0.0190296,0.0072128,0.3736868,0.1912171
CENPA,0.1222328,0.3401948,0.0190688,0.0240767,0.4855413,0.2533644,,0.1464549,0.4220024,0.0126394,0.0215904,0.4546578,0.3181435,,0.1175792,0.2565168,0.0094926,0.010895,0.4301349,0.2115886
BCL6B,0.1454309,0.1470298,0.0317776,0.02365,0.2460933,0.2870645,,0.1764176,0.0780631,0.0439367,0.0183629,0.3570276,0.239891,,0.0552881,0.0453893,0.0276199,0.0062772,0.3285898,0.1611804
CEBPG,0.093254,0.144677,0.0134832,0.0231919,0.5131402,0.2964166,,0.0992789,0.1425451,0.0101436,0.0164187,0.4080257,0.3288914,,0.0786942,0.0768131,0.0093338,0.0146674,0.3467544,0.1536263
BCL7A,0.1738803,0.1642318,0.0094706,0.0220685,0.2884469,0.2951608,,0.1246293,0.1415614,0.0118208,0.0180551,0.2795233,0.2328449,,0.1527634,0.0842784,0.0087898,0.0117275,0.3357035,0.1998615
BCL7B,0.1375144,0.2583509,0.0189304,0.037778,0.4388935,0.3863257,,0.1509315,0.2715362,0.0206792,0.0415237,0.4252359,0.3558438,,0.0871845,0.0944569,0.0134244,0.016067,0.3841699,0.2368611
IMP-2,0.1732218,0.0066733,0.0204458,0.0337924,0.5807188,0.389465,,0.1524453,0.0096357,-0.0023011,0.0263184,0.6123698,0.3286202,,0.2507753,-0.0327543,-0.0225186,-0.0511786,0.7011472,0.4227355
IMP-1,0.1397394,0.0663783,0.011178,0.0152629,0.3866225,0.0707391,,0.1079624,0.0439323,0.0059161,0.0212301,0.3085448,0.0509241,,0.1213686,0.0348302,0.0038501,0.0146842,0.3159344,0.0583787
FLJ21019,0.0848292,0.1466365,0.0184762,0.0273477,0.1368852,0.1740575,,0.0929006,0.1189169,0.0057122,0.0151113,0.1678339,0.1214615,,0.0872886,0.0646504,0.0026323,0.0106347,0.1360397,0.1188768
IGFBP7,0.1550636,0.0979223,0.0263316,0.0190471,0.3678059,0.1885005,,0.1304116,0.1019161,0.0093701,0.0232969,0.3656915,0.1755293,,0.1082836,0.0647318,0.0128363,0.0036675,0.4011353,0.144317
ZNF547,0.0565281,0.0759967,0.0142733,0.0182837,0.3547727,0.1487668,,0.0500989,0.0843829,0.0075455,0.0125028,0.2908106,0.1472478,,0.0695817,0.0846285,0.0098008,0.0117935,0.3308891,0.1535189
IGFBP6,0.1440745,0.1419166,0.0245998,0.020356,0.439848,0.2536229,,0.1026036,0.0905014,0.010616,0.0293001,0.3631202,0.2693809,,0.1745826,0.0925058,0.0209758,0.0225078,0.4889845,0.309099
FLNB,0.0687691,0.0872657,0.0110979,0.0131847,0.3503906,0.1235947,,0.0609449,0.1065196,0.0050043,-0.0021447,0.2872097,0.1028558,,0.0546228,0.0589238,-0.0008602,0.0047311,0.2866623,0.1178477
IGFBP5,0.1417898,0.1049094,0.0103514,0.0161965,0.3681444,0.1681303,,0.1097134,0.0569794,0.0075154,0.0107853,0.3531675,0.1687523,,0.1751395,0.0684467,0.0028468,0.0205464,0.3142609,0.1680844
FMOD,0.0967136,0.4754503,0.0145456,0.0170066,0.3085799,0.3083595,,0.0735931,0.3697603,0.0071798,0.0094774,0.2171534,0.264253,,0.0892499,0.1594277,0.0104478,0.0046325,0.2830272,0.2407924
IGFBP4,0.074968,0.1868856,0.0116706,0.0204484,0.3332448,0.1178312,,0.1167487,0.2778206,0.0100771,0.0184916,0.3527604,0.1481561,,0.1113038,0.1092822,0.0050829,0.0053139,0.3431242,0.1112172
FMR1,0.1368288,0.0564037,0.0226942,0.0232251,0.3421383,0.2398153,,0.1612591,0.0574963,0.010556,-0.0013476,0.3964098,0.1736118,,0.084516,0.0409319,0.0091942,0.0059232,0.3223279,0.1415378
IGFBP2,0.0833735,0.2314063,0.0151241,0.0286823,0.2778861,0.1466961,,0.1024669,0.1628533,0.0106721,0.0195971,0.3411641,0.1462566,,0.0919203,0.1123618,0.0138054,0.0092213,0.3641365,0.1278196
FOSB,0.1004295,0.0777583,0.0268475,0.0295123,0.2822367,0.303834,,0.1072459,0.061737,0.0159458,0.0112185,0.2235583,0.2263453,,0.0968623,0.0357857,0.0095056,0.0137207,0.2543711,0.2399622
IGFBP1,0.1120411,0.0652861,0.0129924,0.0237163,0.3798142,0.1659257,,0.0939404,0.0494758,0.0130803,0.0299403,0.2977894,0.1516976,,0.0681039,0.0298378,0.0059094,0.0124001,0.3283129,0.1568907
FSCN2,0.120108,0.0743565,0.0093583,0.0164127,0.269086,0.1418013,,0.0995779,0.0557202,0.0060565,0.013032,0.2629792,0.1334319,,0.0616624,0.0328846,0.0032356,0.0076845,0.248112,0.1144893
IGFALS,0.1109307,0.0754719,0.0122804,0.0209634,0.3573175,0.0939013,,0.090891,0.0524297,0.0145043,0.0164178,0.3628751,0.0919434,,0.0788501,0.0364933,0.0037484,0.0140832,0.3622017,0.1180475
FSCN3,0.1018649,0.1974532,0.014953,0.0410192,0.2819283,0.2398384,,0.0837079,0.2231006,0.0196162,0.0306447,0.2050664,0.2407733,,0.0567663,0.1014506,0.0082739,0.0092327,0.1445185,0.1570389
IFI35,0.1942347,0.0504219,0.0196555,0.0259071,0.5030447,0.3918272,,0.2556789,0.0444555,0.0206057,0.0233391,0.3733657,0.2519242,,0.1615353,0.0318757,0.0097236,0.0155441,0.3112584,0.1981015
FSTL1,0.1570796,0.2243994,0.0205838,0.0195231,0.2686163,0.2120359,,0.1452267,0.1356555,0.0207375,0.0167496,0.1909769,0.186606,,0.1208819,0.1148498,0.0084689,0.0109457,0.212522,0.1114143
FTH1,0.0968504,0.1019373,0.0233398,0.0232152,0.4653256,0.187791,,0.0607052,0.0599595,0.0143207,0.0139956,0.2431648,0.1355781,,0.0619982,0.0446975,0.0106466,0.0093846,0.2833517,0.1106652
CDY2,0.081315,0.2122477,0.0081399,0.0146603,0.3563473,0.2570278,,0.067227,0.1147282,0.0052189,0.0106148,0.3059271,0.2093546,,0.0816291,0.1118478,0.0087447,0.0109309,0.2278916,0.1538788
CDY1,0.1371022,0.4315551,0.0319957,0.021485,0.2287613,0.2417451,,0.0918578,0.3684596,0.0315333,0.004113,0.1453273,0.3451524,,0.1070371,0.2445181,0.0338266,0.018363,0.1285411,0.2411354
BCS1L,0.1646792,0.2977406,0.0112805,0.0249061,0.2083052,0.3448842,,0.1424163,0.2902808,0.0120165,0.0198578,0.2048921,0.3028574,,0.169763,0.1451723,0.0053675,0.0103605,0.2371065,0.2920298
CDK5RAP2,0.1157345,0.4447635,0.0117126,0.0215852,0.3135917,0.3480563,,0.0951391,0.368076,0.0066019,0.0208908,0.4285779,0.4809858,,0.0676131,0.1101888,0.005201,0.0122163,0.2896236,0.3041985
BDP1,0.394762,0.9086239,0.0331314,0.0651801,0.3945455,0.691429,,0.2810033,0.7401662,0.0182784,0.0502106,0.4184218,0.5150993,,0.169177,0.4797892,0.0036882,0.0035279,0.3234408,0.3288929
CDH9,0.1612096,0.2000508,0.0153145,0.0164391,0.1948868,0.1796166,,0.1805114,0.1791893,0.0159005,0.0116345,0.2137226,0.2224133,,0.1393219,0.0761631,0.0131476,0.0090995,0.1609063,0.1371725
BIRC7,0.1894469,0.2090843,0.0143855,0.01743,0.2112916,0.1786388,,0.1453424,0.1569477,0.0100855,0.0132632,0.2661617,0.1180562,,0.1299991,0.0824822,-0.0017931,-0.0103103,0.2304122,0.2093434
CDH8,0.0622126,0.1251432,0.0142152,0.0206114,0.1889613,0.1356642,,0.0536582,0.1170946,0.012235,0.0179675,0.2044021,0.0856819,,0.0809543,0.065554,0.013012,0.0151532,0.2165095,0.1103548
BNIP3,0.0453759,0.1753568,0.0140143,0.022483,0.0050266,0.2327801,,0.0348093,0.1882117,0.0092105,0.0286796,0.0066061,0.1637562,,0.0328115,0.0999796,0.0112704,0.011634,0.0098616,0.1394261
CDH7,0.145337,0.3550491,0.0087917,0.0132657,0.3964093,0.2515802,,0.1281233,0.2856924,0.008408,0.0167981,0.3709708,0.20494,,0.1129987,0.1626324,0.007784,0.0105171,0.2706021,0.1233627
BRPF1,0.0703145,0.202948,0.0196531,0.0246252,0.2916054,0.2348633,,0.0677597,0.1657907,0.0159576,0.0199671,0.2973809,0.2323476,,0.0541155,0.0738714,0.0091922,0.0081544,0.3116089,0.1600855
CDH6,0.1095848,0.0936693,0.0169724,0.0144441,0.3266612,0.2513735,,0.1442299,0.0953624,0.0127801,0.0128001,0.28838,0.311129,,0.1218936,0.0605455,0.009043,0.0087755,0.2403358,0.1781583
BTBD14B,0.1815387,0.2612144,0.023247,0.0300688,0.3149939,0.1983614,,0.1359778,0.2489776,0.0184697,0.0211602,0.2926068,0.1373594,,0.1017578,0.1249357,0.0131867,0.0115214,0.1798876,0.1121541
CDH5,0.1616069,0.0916007,0.0084669,0.0215512,0.2034441,0.0783218,,0.1396363,0.0782924,0.0086654,0.0177621,0.1847473,0.0760378,,0.1202242,0.0807915,0.0061075,0.017841,0.2452001,0.0623676
CABP1,0.0675559,0.0846208,0.0484553,0.0158284,0.240298,0.1785446,,0.0556931,0.0816891,0.0492906,0.0180498,0.2857626,0.1187009,,0.0748168,0.0702053,0.0475059,0.0115286,0.3710427,0.1386217
CDH4,0.2215103,0.4584677,0.0157582,0.0292208,0.3916605,0.2482021,,0.1842537,0.3335448,0.0152011,0.0228017,0.3388252,0.1918543,,0.193547,0.180005,0.0082261,0.0197117,0.3600875,0.1794617
CALM2,0.2885806,0.1107445,0.0412967,0.0574185,0.3018501,0.239719,,0.2505494,0.0876399,0.0645767,0.0591255,0.3832672,0.2300022,,0.2458647,0.1034218,0.0293451,0.0234761,0.3827559,0.2039884
CDH23,0.23695,0.3638628,0.0244169,0.0270839,0.3602302,0.4356881,,0.1631487,0.310835,0.0188891,0.0185548,0.2907757,0.4125522,,0.1442609,0.1367024,0.0079088,0.0092103,0.2550344,0.2828654
CALML5,0.0502789,0.0327611,0.0168049,0.0218294,0.2546536,0.1413988,,0.0582723,0.05782,0.0204292,0.0214846,0.2405522,0.1560084,,0.0424108,0.0323488,0.0095448,0.0086514,0.2336358,0.0757001
CANX,0.3427147,0.2205695,0.1402015,0.1193129,0.3168695,0.5409794,,0.2303379,0.1672387,0.0836193,0.0630993,0.4319478,0.4106582,,0.1576242,0.0884287,0.0269708,0.0207808,0.2847405,0.3778118
ICAM5,0.1732796,0.1767008,0.0035112,0.0252387,0.2718335,0.1498415,,0.1514759,0.1384818,0.0028062,0.0212298,0.2287085,0.1679778,,0.1564388,0.1129374,0.005089,0.0195732,0.2422673,0.1377953
IBSP,0.1811667,0.2853676,0.00955,0.0429395,0.5694618,0.4741742,,0.1767335,0.2033446,0.0056703,0.0299796,0.4977506,0.2596545,,0.1280424,0.0696223,0.0030113,0.0165022,0.329622,0.2953528
FUBP1,0.1681602,0.259837,0.0059452,0.0195014,0.3506234,0.2630824,,0.1562157,0.18358,0.0043124,0.0100245,0.3241267,0.1572543,,0.1232347,0.0949885,0.0030285,0.0071926,0.2636791,0.1234094
HYOU1,0.1144173,0.3427635,0.0089926,0.0276662,0.2634729,0.2451546,,0.0656167,0.3175186,0.0055583,0.0171654,0.1992001,0.154284,,0.1308057,0.1358109,0.0028993,0.0166025,0.2884379,0.1307142
FUSIP1,0.0945166,0.3580857,0.0163775,0.0270047,0.3165595,0.0991751,,0.0828247,0.5209236,0.0114605,0.0162415,0.2908004,0.0803287,,0.0776872,0.2009294,0.0045742,0.0143226,0.2622318,0.0806117
HSXIAPAF1,0.1149813,0.0999282,0.0121276,0.0107623,0.3600678,0.1529951,,0.1097351,0.0865109,0.0113157,0.0119425,0.2802329,0.227144,,0.0914708,0.0788325,0.012586,0.0066847,0.3931964,0.1872762
FXR1,0.0826855,0.2009823,0.0135121,0.012829,0.4665941,0.2197531,,0.097536,0.1137949,0.0076578,0.0074348,0.2969129,0.1389121,,0.0949463,0.0992832,0.0052662,0.0072797,0.2774818,0.1929904
VG5Q,0.0781543,0.0958657,0.0078785,0.0160217,0.2958014,0.162477,,0.0783405,0.0727341,0.0047468,0.0081293,0.2632406,0.1503458,,0.0735384,0.0473011,-0.0057279,-0.0092385,0.2246801,0.1810744
FXR2,0.0993719,0.5457602,0.0066515,0.0375378,0.2689539,0.2970379,,0.1020141,0.5008133,0.0054617,0.0119418,0.3072457,0.260335,,0.0598794,0.2104626,0.0037525,0.0177172,0.1867413,0.1468842
HSU24186,0.1219429,0.1861651,0.0188667,0.0243828,0.343465,0.1339604,,0.1603638,0.2156603,0.0195638,0.0310431,0.4362038,0.1896432,,0.1041308,0.0511716,0.0103395,0.0171039,0.2981098,0.1174845
GAB2,0.1279983,0.1234132,0.0230888,0.0233071,0.3922369,0.2293052,,0.1079816,0.1685392,0.0139001,0.0107317,0.2327763,0.1793221,,0.0598201,0.0753345,0.0038786,0.004177,0.2648643,0.1479839
HSPH1,0.1605965,0.0948204,0.0116678,0.0168762,0.2526876,0.1901184,,0.1388402,0.1011205,0.0123151,0.0166476,0.2734587,0.1844874,,0.118387,0.0359083,0.0058558,0.0120431,0.2018877,0.1105976
GABPB2,0.0917692,0.2219997,0.0367775,0.0065505,0.3150009,0.1308055,,0.0978052,0.1824042,0.0335616,0.0056598,0.3063239,0.1539067,,0.0988984,0.1234455,0.0331397,0.0039294,0.3600632,0.1542181
HSPD1,0.1267516,0.3145407,0.0137573,0.0253957,0.323016,0.2461024,,0.1531934,0.3647418,0.0098798,0.0268678,0.287306,0.2949044,,0.1301525,0.171365,0.009809,0.0158848,0.2510267,0.1765441
GAN,0.1438683,0.1169656,0.0168924,0.0132577,0.288094,0.2905966,,0.1396198,0.114092,0.0141594,0.0166441,0.1786262,0.269539,,0.1121357,0.0535912,0.0050006,0.0047647,0.2250499,0.2005895
HSPB7,0.0902208,0.1163323,0.0232556,0.0236092,0.3526144,0.2087562,,0.079581,0.095348,0.0153262,0.0162756,0.3817987,0.1748272,,0.0804955,0.0685068,0.0124169,0.0102225,0.3480468,0.1606164
GCM2,0.1738345,0.1390631,0.018671,0.015717,0.3735107,0.296053,,0.1373801,0.0957158,0.01463,0.0163552,0.2770202,0.2776068,,0.1426157,0.079475,0.0071153,0.0101471,0.2511706,0.1823377
